material_family,scenario_family,scenario_id,variant,current_a,leg,signed_branch_current_a,temperature_minimum_k,temperature_maximum_k,c1_minimum,c1_maximum,c0_minimum,c0_maximum,integrating_factor_ratio,positive_c0_supremum,poincare_eta,coercivity_margin_lower_bound,liouville_potential_minimum,liouville_potential_maximum,liouville_poincare_eta,liouville_coercivity_margin_lower_bound,at_least_one_analytic_sufficient_condition_passes,homogeneous_shooting_determinant,homogeneous_shooting_determinant_absolute,baseline_energy_residual_fraction
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.3500000000000005,n,-1.3500000000000005,309.894134846523,362.9980470654064,0.16242688090758878,0.20287680050003906,0.1495548239552118,0.3015540625384693,1.2002374316358644,0.3015540625384693,0.03667183190043407,0.9633281680995659,0.12203917759275389,0.2714470114548148,0.02750333249677706,0.972496667503223,True,0.8812289625050375,0.8812289625050375,1.0142721044219216e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.3500000000000005,p,1.3500000000000005,309.894134846523,362.9980470654064,0.18357298628833765,0.23206044864092862,0.2814393338703121,0.49862553294629863,1.2338559637801174,0.49862553294629863,0.0623360433221542,0.9376639566778457,0.2472078016307398,0.4716598286207174,0.04778913211239327,0.9522108678876067,True,0.8489737087724503,0.8489737087724503,9.08251314608919e-17
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.3500000000000005,n,-1.3500000000000005,309.894134846523,362.9980470654064,0.18877913291780565,0.2359503257795743,0.1495548239552118,0.30155414830825694,1.2392697357131401,0.30155414830825694,0.03786442845023522,0.9621355715497648,0.115117260818549,0.2735106417373262,0.027712421959601285,0.9722875780403987,True,0.8684496788835352,0.8684496788835352,1.0000886458854661e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.4000000000000004,p,1.4000000000000004,309.894134846523,362.9980470654064,0.21694658895529617,0.2743883061351659,0.3026727541211586,0.536244743250889,1.284866007726132,0.536244743250889,0.06981056326318871,0.9301894367368113,0.25881987968725373,0.5089144782537108,0.05156381730938875,0.9484361826906113,True,0.8292089345486,0.8292089345486,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.4000000000000004,n,-1.4000000000000004,309.894134846523,362.9980470654064,0.16844269131157352,0.21039075607411456,0.16083810971314957,0.3243050025295859,1.208564708326637,0.3243050025295859,0.03971218752676424,0.9602878124732358,0.13170316633790405,0.2933400805084665,0.029721564166856482,0.9702784358331435,True,0.8756070603222785,0.8756070603222785,1.882108916750351e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.4000000000000004,p,1.4000000000000004,309.894134846523,362.9980470654064,0.1903719857804983,0.24065528007207407,0.3026727541211586,0.536244743250889,1.2437975305613889,0.536244743250889,0.06757919166024161,0.9324208083397584,0.2663393586875239,0.508435369095043,0.05151527340233865,0.9484847265976614,True,0.8414382555213752,0.8414382555213752,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.4000000000000004,n,-1.4000000000000004,309.894134846523,362.9980470654064,0.19577095265550212,0.24468922673437332,0.16083810971314957,0.32430500256306893,1.2493756845351571,0.32430500256306893,0.04105319403994435,0.9589468059600557,0.12436984539483667,0.29514074616191277,0.029904009742207763,0.9700959902577923,True,0.862455463739106,0.862455463739106,2.785021293616853e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.4500000000000002,p,1.4500000000000002,309.894134846523,362.9980470654064,0.2246946814179853,0.28418788849713605,0.32467829874476317,0.5752319248392825,1.29679753130632,0.5752319248392825,0.07558148328395299,0.924418516716047,0.27818609072374173,0.5466765260747284,0.05538991269137281,0.9446100873086272,True,0.8212301810358735,0.8212301810358735,4.656622003783659e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.4500000000000002,n,-1.4500000000000002,309.894134846523,362.9980470654064,0.1744585017155583,0.21790471164819006,0.17253169677137595,0.3478834795137112,1.2169726029859083,0.3478834795137112,0.04289580882825122,0.9571041911717488,0.14171896648461924,0.31612014441002884,0.03202966720481087,0.9679703327951892,True,0.8698937784541652,0.8698937784541652,8.770154334797018e-17
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.4500000000000002,p,1.4500000000000002,309.894134846523,362.9980470654064,0.1971709852726589,0.24925011150321955,0.32467829874476317,0.5752319248392825,1.253855519115061,0.5752319248392825,0.0730786862795945,0.9269213137204055,0.28615974655597615,0.5466239413934242,0.055384584749221616,0.9446154152507784,True,0.8337603148052818,0.8337603148052818,1.5707017800302443e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.4500000000000002,n,-1.4500000000000002,309.894134846523,362.9980470654064,0.2027627723931986,0.25342812768917233,0.17253169677137595,0.34788336924807134,1.2595903990049238,0.34788336924807134,0.04439798537720419,0.9556020146227958,0.13395983591521424,0.3176150984877296,0.03218113772145445,0.9678188622785455,True,0.8563782061024026,0.8563782061024026,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.5,p,1.5,309.894134846523,362.9980470654064,0.23244277388067444,0.2939874708591062,0.34745596774112586,0.6155870777114794,1.3088825929343568,0.6155870777114794,0.0816376399405585,0.9183623600594415,0.2982214719101909,0.5858117930933282,0.05935514426785629,0.9406448557321437,True,0.8131195039901128,0.8131195039901128,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.5,n,-1.5,309.894134846523,362.9980470654064,0.180474312119543,0.22541866722226553,0.18463558512989098,0.37228914122418794,1.2254631543038286,0.37228914122418794,0.04622542168633434,0.9537745783136656,0.15208487616288308,0.33978770737082814,0.03442769269792861,0.9655723073020714,True,0.8640885053169023,0.8640885053169023,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.5,p,1.5,309.894134846523,362.9980470654064,0.20396998476481953,0.257844942934365,0.34745596774112586,0.6155870777114794,1.264033167074929,0.6155870777114794,0.07884029104187361,0.9211597089581264,0.30666624281221283,0.5862297187488282,0.059397488989946054,0.940602511010054,True,0.8259388626362268,0.8259388626362268,2.938283917667158e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.5,n,-1.5,309.894134846523,362.9980470654064,0.20975459213089506,0.26216702864397134,0.18463558512989098,0.37228912915348333,1.269916377304349,0.37228912915348333,0.047902230220311544,0.9520977697796884,0.14388518576389867,0.34093636045803644,0.03454407558831898,0.965455924411681,True,0.850217388040028,0.850217388040028,3.240348764090617e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.5500000000000007,p,1.5500000000000007,309.894134846523,362.9980470654064,0.24019086634336365,0.3037870532210766,0.3710057611102469,0.6573102018674802,1.3211250337131575,0.6573102018674802,0.08798619755279438,0.9120138024472056,0.3189228090272385,0.626322976325809,0.06345978530372287,0.9365402146962771,True,0.8048760877830405,0.8048760877830405,2.7266237951026237e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.5500000000000007,n,-1.5500000000000007,309.894134846523,362.9980470654064,0.18649012252352787,0.2329326227963412,0.19714977478869486,0.3975219357822299,1.234038483734271,0.3975219357822299,0.04970385305713671,0.9502961469428632,0.1627991743705043,0.36434203732952036,0.036915566472887816,0.9630844335271121,True,0.858190571585684,0.858190571585684,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.5500000000000007,p,1.5500000000000007,309.894134846523,362.9980470654064,0.2107689842569803,0.26643977436551064,0.3710057611102469,0.6573102018674802,1.2743338291368527,0.6573102018674802,0.08486992917203956,0.9151300708279604,0.327856066950114,0.627257001741974,0.06355442186444073,0.9364455781355593,True,0.8179727802440566,0.8179727802440566,1.378699686940852e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.5500000000000007,n,-1.5500000000000007,309.894134846523,362.9980470654064,0.2167464118685917,0.2709059295987705,0.19714977478869486,0.3975220483022281,1.2803561225850573,0.3975220483022281,0.0515694213995176,0.9484305786004824,0.1541438279267192,0.36510724826272833,0.03699309855037651,0.9630069014496235,True,0.8439725611171294,0.8439725611171294,1.5215806290450366e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.6000000000000005,p,1.6000000000000005,309.894134846523,362.9980470654064,0.2479389588060528,0.3135866355830467,0.3953276788521256,0.7004012973072837,1.3335287686219826,0.7004012973072837,0.09463452045112672,0.9053654795488733,0.3402868192128324,0.6682128585564846,0.06770411775397306,0.932295882246027,True,0.7964990486306808,0.7964990486306808,1.2834987783850613e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.6000000000000005,n,-1.6000000000000005,309.894134846523,362.9980470654064,0.19250593292751264,0.2404465783704167,0.21007426574778723,0.42358221225508214,1.2427007918380697,0.42358221225508214,0.053334047565251154,0.9466659524347488,0.1738601193084269,0.3897870741675673,0.03949368772314162,0.9605063122768583,True,0.852199386769973,0.852199386769973,4.3527883169071717e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.6000000000000005,p,1.6000000000000005,309.894134846523,362.9980470654064,0.2175679837491409,0.2750346057966561,0.3953276788521256,0.7004012973072837,1.2847609754022162,0.7004012973072837,0.0911736901837892,0.9088263098162108,0.3497263754328734,0.6697102273323647,0.0678558329306943,0.9321441670693057,True,0.8098608770037927,0.8098608770037927,1.2976461173159462e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.6000000000000005,n,-1.6000000000000005,309.894134846523,362.9980470654064,0.22373823160628814,0.27964483055356953,0.21007426574778723,0.4235820687824671,1.2909122710730137,0.4235820687824671,0.0554031618873626,0.9445968381126374,0.1647336730597797,0.3901305354791792,0.03952848762976949,0.9604715123702305,True,0.8376432383678368,0.8376432383678368,1.4333454362682847e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.6500000000000004,p,1.6500000000000004,309.894134846523,362.9980470654064,0.2556870512687419,0.32338621794501693,0.4204217209667624,0.7448603640308903,1.3460978023049752,0.7448603640308903,0.10159018115613602,0.898409818843864,0.36231014498094055,0.7114843143990276,0.07208843287786666,0.9279115671221333,True,0.78798742502534,0.78798742502534,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.6500000000000004,n,-1.6500000000000004,309.894134846523,362.9980470654064,0.19852174333149739,0.24796053394449216,0.22340905800716815,0.4504698612095564,1.2514523711507266,0.4504698612095564,0.05711896374290494,0.9428810362570951,0.18526594691829318,0.4161268426609472,0.042162464243756026,0.957837535756244,True,0.8461143269055527,0.8461143269055527,2.7403427943644044e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.6500000000000004,p,1.6500000000000004,309.894134846523,362.9980470654064,0.2243669832413015,0.2836294372278016,0.4204217209667624,0.7448603640308903,1.2953181958132298,0.7448603640308903,0.09775783746335213,0.9022421625366479,0.37227425635470907,0.7135939786828223,0.0723021865601887,0.9276978134398113,True,0.8016018944955828,0.8016018944955828,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.6500000000000004,n,-1.6500000000000004,309.894134846523,362.9980470654064,0.23073005134398458,0.28838373150836855,0.22340905800716815,0.4504698284528282,1.301587462254427,0.4504698284528282,0.05940723224665296,0.940592767753347,0.17565260780467873,0.4160090561716434,0.042150529977242696,0.9578494700227573,True,0.8312289850825942,0.8312289850825942,2.707841482927939e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.7000000000000002,p,1.7000000000000002,309.894134846523,362.9980470654064,0.26343514373143107,0.3331858003069871,0.44628788745415726,0.7906874020383003,1.3588361534965667,0.7906874020383003,0.10886096183199896,0.891139038168001,0.38498934775452187,0.7561403168984986,0.07661303190784825,0.9233869680921517,True,0.77934027516317,0.77934027516317,1.146295090127488e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.7000000000000002,n,-1.7000000000000002,309.894134846523,362.9980470654064,0.2045375537354821,0.25547448951856766,0.23715415156683778,0.4781844759093622,1.2602956072586287,0.4781844759093622,0.06106159578000115,0.9389384042199989,0.1970148690621878,0.4433654571465694,0.044922312904216596,0.9550776870957834,True,0.8399348117433961,0.8399348117433961,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.7000000000000002,p,1.7000000000000002,309.894134846523,362.9980470654064,0.23116598273346217,0.2922242686589471,0.44628788745415726,0.7906874020383003,1.3060092048980028,0.7906874020383003,0.10462881624160436,0.8953711837583956,0.3954967236641802,0.7589129955323444,0.07689396298888933,0.9231060370111107,True,0.7931945132455125,0.7931945132455125,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.7000000000000002,n,-1.7000000000000002,309.894134846523,362.9980470654064,0.2377218710816811,0.2971226324631676,0.23715415156683778,0.4781846736064684,1.3123844405509142,0.4781846736064684,0.06358533734966919,0.9364146626503308,0.1868984926764835,0.4427457081565246,0.044859519202984116,0.9551404807970159,True,0.8247294114957551,0.8247294114957551,1.2820520187906539e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.75,p,1.75,309.894134846523,362.9980470654064,0.27118323619412016,0.34298538266895723,0.4729261783143101,0.8378824113295137,1.3717479228386444,0.8378824113295137,0.11645486593134716,0.8835451340686529,0.4083209008541348,0.8021839444761723,0.08127822675320515,0.9187217732467948,True,0.7705565826569779,0.7705565826569779,2.1737974623411956e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.75,n,-1.75,309.894134846523,362.9980470654064,0.2105533641394669,0.26298844509264313,0.25130954642679604,0.5067268926127537,1.2692329842369174,0.5067268926127537,0.06516517379693529,0.9348348262030647,0.20910507174570114,0.47150712644053167,0.047773660146752085,0.9522263398532479,True,0.8336603222710911,0.8336603222710911,1.23076306002491e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.75,p,1.75,309.894134846523,362.9980470654064,0.2379649822256228,0.30081910009009255,0.4729261783143101,0.8378824113295137,1.3168378566556345,0.8378824113295137,0.11179326281231987,0.8882067371876802,0.4193907109084103,0.8056721859428249,0.08163165950743667,0.9183683404925633,True,0.7846373361396928,0.7846373361396928,2.1963492556980624e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.75,n,-1.75,309.894134846523,362.9980470654064,0.2447136908193776,0.3058615334179666,0.25130954642679604,0.5067267872673584,1.3233060330580177,0.5067267872673584,0.06794138725853993,0.9320586127414601,0.19846916000782885,0.47034345644569064,0.04765575572550572,0.9523442442744943,True,0.8181441161542791,0.8181441161542791,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.8000000000000007,p,1.8000000000000007,309.894134846523,362.9980470654064,0.2789313286568095,0.35278496503092766,0.5003365935472215,0.8864453919045309,1.384837259689881,0.8864453919045309,0.12438012279948106,0.8756198772005189,0.4323011818854161,0.8496183889269191,0.08608434081037153,0.9139156591896285,True,0.7616352955648236,0.7616352955648236,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.8000000000000007,n,-1.8000000000000007,309.894134846523,362.9980470654064,0.2165691745434517,0.27050240066671877,0.2658752425870432,0.5360962196812384,1.2782670949806816,0.5360962196812384,0.06943278874342976,0.9305672112565703,0.22153471322030893,0.5005561590208497,0.05071694251145475,0.9492830574885452,True,0.8272903501085601,0.8272903501085601,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.8000000000000007,p,1.8000000000000007,309.894134846523,362.9980470654064,0.24476398171778352,0.3094139315212382,0.5003365935472215,0.8864453919045309,1.3278081233611096,0.8864453919045309,0.11925801120832602,0.880741988791674,0.4439530644368092,0.8538766386911923,0.0865157917167324,0.9134842082832676,True,0.7759289539067776,0.7759289539067776,2.0862333349286758e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.8000000000000007,n,-1.8000000000000007,309.894134846523,362.9980470654064,0.2517055105570742,0.3146004343727658,0.2658752425870432,0.5360963238240636,1.3343550935905477,0.5360963238240636,0.07247938532073799,0.9275206146792621,0.21036241175206066,0.49880533687408657,0.050539547139197484,0.9494604528608025,True,0.8114728207728665,0.8114728207728665,1.1570507749238486e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.8500000000000005,p,1.8500000000000005,309.894134846523,362.9980470654064,0.2866794211194985,0.36258454739289775,0.5285191331528906,0.9363763437633508,1.398108352627625,0.9363763437633508,0.13264519368921807,0.8673548063107819,0.4569264644559552,0.8984469635982789,0.09103170979164198,0.908968290208358,True,0.7525753407978718,0.7525753407978718,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.8500000000000005,n,-1.8500000000000005,309.894134846523,362.9980470654064,0.22258498494743648,0.2780163562407943,0.2808512400475788,0.566293088871096,1.2874006432343323,0.566293088871096,0.07386781245166597,0.926132187548334,0.23430192198621527,0.5305169684913037,0.05375260718988371,0.9462473928101163,True,0.8208244822693059,0.8208244822693059,1.1146798227667578e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.8500000000000005,p,1.8500000000000005,309.894134846523,362.9980470654064,0.2515629812099442,0.3180087629523836,0.5285191331528906,0.9363763437633508,1.3389241213892193,0.9363763437633508,0.1270301039851823,0.8729698960148177,0.46918053600981346,0.9035316367923945,0.09154689489810423,0.9084531051018958,True,0.7670679174726592,0.7670679174726592,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.8500000000000005,n,-1.8500000000000005,309.894134846523,362.9980470654064,0.25869733029477066,0.3233393353275648,0.2808512400475788,0.5662931343205634,1.3455345937579677,0.5662931343205634,0.07720339858321407,0.9227966014167859,0.222576017168555,0.5281344599225568,0.05351120860166026,0.9464887913983397,True,0.8047152865668038,0.8047152865668038,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.9000000000000004,p,1.9000000000000004,309.894134846523,362.9980470654064,0.29442751358218766,0.37238412975486795,0.5574737971313176,0.9876752669059738,1.41156541793175,0.9876752669059738,0.14125877737886863,0.8587412226211314,0.4821929091364292,0.9486731126562947,0.09612068266399663,0.9038793173360034,True,0.743375633323485,0.743375633323485,9.368103571357996e-17
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.9000000000000004,n,-1.9000000000000004,309.894134846523,362.9980470654064,0.2286007953514212,0.28553031181486976,0.2962375388084029,0.5973172429921245,1.2966364522910176,0.5973172429921245,0.0784735921897816,0.9215264078102184,0.24740479468968532,0.5613940794057992,0.05688111261519614,0.9431188873848039,True,0.8142623959876187,0.8142623959876187,1.0636319340318121e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.9000000000000004,p,1.9000000000000004,309.894134846523,362.9980470654064,0.2583619807021048,0.3266035943835291,0.5574737971313176,0.9876752669059738,1.3501901134485406,0.9876752669059738,0.1351168016954057,0.8648831983045943,0.4950697747412957,0.9546426721880417,0.09672552550157663,0.9032744744984234,True,0.7580527455760143,0.7580527455760143,9.460715753306914e-17
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.9000000000000004,n,-1.9000000000000004,309.894134846523,362.9980470654064,0.2656891500324671,0.3320782362823638,0.2962375388084029,0.5973171102474886,1.356847577491805,0.5973171102474886,0.08211760482965809,0.9178823951703419,0.23510771038349354,0.5583340147447231,0.05657106324171382,0.9434289367582862,True,0.7978713164423361,0.7978713164423361,1.0520449825613686e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.9500000000000002,p,1.9500000000000002,309.894134846523,362.9980470654064,0.30217560604487675,0.3821837121168381,0.5872005854825028,1.0403421613324004,1.425212685670262,1.0403421613324004,0.1502298152502345,0.8497701847497655,0.5080965535931685,1.0003004209035953,0.10135162264388095,0.898648377356119,True,0.7340350894188177,0.7340350894188177,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,1.9500000000000002,n,-1.9500000000000002,309.894134846523,362.9980470654064,0.23461660575540594,0.2930442673889453,0.3120341388695158,0.6291686496519042,1.3059774757679012,0.6291686496519042,0.08325359877788009,0.9167464012221199,0.26084139391019306,0.593192133050428,0.06010292904799248,0.9398970709520075,True,0.8076038284335691,0.8076038284335691,1.016527317261443e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.9500000000000002,p,1.9500000000000002,309.894134846523,362.9980470654064,0.2651609801942654,0.3351984258146746,0.5872005854825028,1.0403421613324004,1.3616105122645665,1.0403421613324004,0.14352559288656852,0.8564744071134315,0.5216173183021728,1.007215462139979,0.10205226280688692,0.897947737193113,True,0.7488819457036482,0.7488819457036482,9.030863806375296e-17
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,1.9500000000000002,n,-1.9500000000000002,309.894134846523,362.9980470654064,0.2726809697701636,0.34081713723716284,0.3120341388695158,0.6291684783443494,1.368297128702384,0.6291684783443494,0.08722633526158359,0.9127736647384164,0.24795518782435624,0.5894072734603207,0.05971944259440276,0.9402805574055972,True,0.7909408880286979,0.7909408880286979,1.0056004892034006e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.0,p,2.0,309.894134846523,362.9980470654064,0.3099236985075659,0.3919832944788083,0.6176994982064459,1.0943770270426298,1.439054382968558,1.0943770270426298,0.15956749565483805,0.8404325043451619,0.5346333017804903,1.053332624864499,0.10672490832036159,0.8932750916796384,True,0.72455264396227,0.72455264396227,3.4200827785046085e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.0,n,-2.0,309.894134846523,362.9980470654064,0.24063241615939068,0.30055822296302076,0.3282410402309173,0.6618473102443961,1.3154268018686812,0.6618473102443961,0.08821140698851933,0.9117885930114806,0.2746097458338588,0.6259158941706908,0.06341853925792662,0.9365814607420734,True,0.8008486588924161,0.8008486588924161,1.9458529396638053e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.0,p,2.0,309.894134846523,362.9980470654064,0.27195997968642605,0.34379325724582005,0.6176994982064459,1.0943770270426298,1.3731898851824857,1.0943770270426298,0.15226420462659565,0.8477357953734044,0.5488195832982037,1.0612559666889023,0.10752771069241297,0.892472289307587,True,0.7395540329902343,0.7395540329902343,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.0,n,-2.0,309.894134846523,362.9980470654064,0.27967278950786006,0.3495560381919618,0.3282410402309173,0.6618472414892035,1.3798864519936291,0.6618472414892035,0.09253400690705546,0.9074659930929445,0.26111610551201414,0.6213575953992471,0.06295668703100853,0.9370433129689915,True,0.7839240569249293,0.7839240569249293,1.9251940812627103e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.0500000000000007,p,2.0500000000000007,309.894134846523,362.9980470654064,0.31767179097025516,0.4017828768407786,0.6489705353031477,1.1497798640366639,1.453094751023562,1.1497798640366639,0.16928126167649163,0.8307187383235084,0.5617989120901358,1.1077736245596472,0.11224093484814616,0.8877590651518539,True,0.7149272204718059,0.7149272204718059,1.636884796065658e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.0500000000000007,n,-2.0500000000000007,309.894134846523,362.9980470654064,0.24664822656337557,0.30807217853709634,0.3448582428926077,0.6953533761688975,1.3249876629012942,0.6953533761688975,0.09335071673985834,0.9066492832601416,0.28870783780855785,0.6595702575362264,0.06682843918885202,0.9331715608111479,True,0.7939969248397147,0.7939969248397147,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.0500000000000007,p,2.0500000000000007,309.894134846523,362.9980470654064,0.2787589791785868,0.3523880886769657,0.6489705353031477,1.1497798640366639,1.3849329589310648,1.1497798640366639,0.16134061351475207,0.838659386485248,0.5766728547288458,1.116770407988814,0.11315249959416313,0.8868475004058369,True,0.7300675490587912,0.7300675490587912,1.6524472898881345e-16
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.0500000000000007,n,-2.0500000000000007,309.894134846523,362.9980470654064,0.2866646092455567,0.358294939146761,0.3448582428926077,0.6953533879297149,1.3916188370801452,0.6953533879297149,0.09804515295098178,0.9019548470490182,0.2745880762161096,0.654188432063913,0.06628314626184074,0.9337168537381593,True,0.7768209720063866,0.7768209720063866,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.1000000000000005,p,2.1000000000000005,309.894134846523,362.9980470654064,0.3254198834329443,0.41158245920274883,0.6810136967726069,1.2065506723145,1.4673379345376705,1.2065506723145,0.17938080387837899,0.820619196121621,0.5895889844671585,1.1636274965621167,0.117900115270444,0.882099884729556,True,0.7051578613614379,0.7051578613614379,3.137389375351663e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.1000000000000005,n,-2.1000000000000005,309.894134846523,362.9980470654064,0.2526640369673603,0.3155861341111718,0.3618857468545865,0.7296866943500989,1.3346634491322413,0.7296866943500989,0.09867529849116484,0.9013247015088351,0.3031336157774208,0.6941602548434475,0.07033313865820494,0.9296668613417951,True,0.7870487818553605,0.7870487818553605,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.1000000000000005,p,2.1000000000000005,309.894134846523,362.9980470654064,0.2855579786707474,0.36098292010811117,0.6810136967726069,1.2065506723145,1.3968446240745003,1.2065506723145,0.1707630571403613,0.8292369428596387,0.6051732745304789,1.1737652914380776,0.11892728864679958,0.8810727113532004,True,0.7204210886763189,0.7204210886763189,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.1000000000000005,n,-2.1000000000000005,309.894134846523,362.9980470654064,0.29365642898325317,0.36703384010156004,0.3618857468545865,0.7296866372933074,1.4034976045534886,0.7296866372933074,0.10376438668634082,0.8962356133136592,0.2883686664598403,0.687903331945596,0.06969917982423578,0.9303008201757642,True,0.7696320237458171,0.7696320237458171,1.7709789809154549e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.1500000000000004,p,2.1500000000000004,309.894134846523,363.00761305593454,0.3331679758956334,0.42138897674349146,0.7138289826148242,1.2647891890587744,1.4817880039759315,1.2647891890587744,0.18989104038444327,0.8101089596155567,0.6179989455701036,1.2208985082708361,0.12370288196516563,0.8762971180348343,True,0.6952437003616976,0.6952437003616976,1.5049764922767129e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.1500000000000004,n,-2.1500000000000004,309.894134846523,362.9980470654064,0.25867984737134503,0.32310008968524734,0.3793235521168539,0.7648473462750665,1.344457714901057,0.7648473462750665,0.10418907117570123,0.8958109288242988,0.31788498158683515,0.7296910622433831,0.07393316211973434,0.9260668378802657,True,0.7800045958907738,0.7800045958907738,8.596306609820563e-17
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.1500000000000004,p,2.1500000000000004,309.894134846523,363.0279063406713,0.29235697816290807,0.36961256372121004,0.7138289826148242,1.2650006636739966,1.4089299706129879,1.2650006636739966,0.1805844768913831,0.8194155231086169,0.6343168284389401,1.2322474288550609,0.12485276803182219,0.8751472319681778,True,0.7106132566081665,0.7106132566081665,0.0
PbSe/Cr,signed_current_sweep,nominal_transport,alpha_preserving_flattened,2.1500000000000004,n,-2.1500000000000004,309.894134846523,362.9980470654064,0.30064824872094964,0.375772741056359,0.3793235521168539,0.7648473387115889,1.4155262096527765,0.7648473387115889,0.10969654003659256,0.8903034599634074,0.3024553933748856,0.7225059456251968,0.07320515759937148,0.9267948424006285,True,0.7623577473942381,0.7623577473942381,2.5523753016119705e-16
PbSe/Cr,signed_current_sweep,nominal_transport,original,2.2,p,2.2,309.894134846523,363.08278798734057,0.3409160683583225,0.4312442861399459,0.7474163928297995,1.3251201148665805,1.4964489330170783,1.3251201148665805,0.20091733178208154,0.7990826682179184,0.6470240337302656,1.2795911335721222,0.12964968823176817,0.8703503117682319,True,0.6851839686066995,0.6851839686066995,0.0
